datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,month,day_of_week,year,flood_risk
2015-01-01,26.3,9.7,18.0,26.3,8.8,17.9,11.8,69.9,0.0,0,0.0,none,37.1,27.7,182.2,1013.3,48.3,10.0,268.9,23.4,7,0.35,Partially cloudy,1,3,2015,0
2015-01-02,38.6,13.0,26.6,36.0,13.0,25.3,9.2,48.6,0.0,0,0.0,none,42.5,27.9,357.2,1011.8,22.4,10.0,357.1,30.7,10,0.39,Partially cloudy,1,4,2015,0
2015-01-03,38.1,24.1,30.9,37.3,24.1,29.9,12.1,34.7,0.0,0,0.0,none,72.7,48.2,4.0,1009.5,34.1,10.0,346.8,29.9,10,0.42,Partially cloudy,1,5,2015,0
2015-01-04,23.1,15.9,19.5,23.1,15.9,19.5,13.4,69.3,3.529,100,8.33,rain,44.6,29.5,183.6,1015.7,53.8,9.7,296.3,25.7,10,0.46,"Rain, Partially cloudy",1,6,2015,0
2015-01-05,24.3,12.1,17.8,24.3,12.1,17.8,11.8,68.8,0.0,0,0.0,none,45.0,29.5,185.7,1019.6,52.9,10.0,387.8,33.3,10,0.5,Partially cloudy,1,0,2015,0
2015-01-06,29.6,13.8,21.5,29.2,13.8,21.5,14.9,68.3,0.0,0,0.0,none,36.7,24.1,216.7,1018.6,46.1,10.0,358.2,30.9,10,0.53,Partially cloudy,1,1,2015,0
2015-01-07,37.2,16.1,26.7,37.3,16.1,26.7,16.4,61.1,0.0,0,0.0,none,43.6,27.7,20.3,1013.1,36.3,9.3,322.1,27.9,10,0.56,Partially cloudy,1,2,2015,0
2015-01-08,29.1,22.1,24.9,30.4,22.1,25.1,18.6,69.3,2.433,100,4.17,rain,46.8,27.6,264.9,1008.7,79.5,9.8,189.5,16.3,6,0.59,"Rain, Partially cloudy",1,3,2015,0
2015-01-09,21.6,13.1,17.1,21.6,13.1,17.1,15.1,88.2,3.958,100,12.5,rain,38.5,22.3,173.8,1009.8,100.0,8.6,81.6,7.0,3,0.63,"Rain, Overcast",1,4,2015,0
2015-01-10,18.9,13.4,16.1,18.9,13.4,16.1,13.3,84.1,4.066,100,8.33,rain,36.7,16.6,201.8,1013.0,99.6,10.0,176.8,15.0,6,0.66,"Rain, Overcast",1,5,2015,0
2015-01-11,27.1,17.1,21.5,27.8,17.1,21.6,15.7,70.9,0.0,0,0.0,none,43.6,29.2,149.3,1013.7,68.0,10.0,256.1,22.2,7,0.69,Partially cloudy,1,6,2015,0
2015-01-12,31.1,14.0,22.9,30.6,14.0,22.9,14.6,63.5,0.0,0,0.0,none,31.3,27.7,171.4,1011.2,4.2,10.0,343.9,29.5,10,0.72,Clear,1,0,2015,0
2015-01-13,24.1,19.6,22.2,24.1,19.6,22.2,17.0,72.8,7.97,100,8.33,rain,51.1,33.5,21.0,1000.7,84.3,9.6,74.9,6.5,3,0.75,"Rain, Partially cloudy",1,1,2015,0
2015-01-14,22.2,16.9,19.5,22.2,16.9,19.5,15.7,79.4,3.078,100,12.5,rain,58.7,38.9,250.8,1001.3,93.6,9.5,255.0,21.9,8,0.79,"Rain, Overcast",1,2,2015,0
2015-01-15,20.0,15.1,16.9,20.0,15.1,16.9,12.2,73.8,0.607,100,12.5,rain,40.0,27.7,232.6,1008.4,94.7,10.0,168.1,14.5,6,0.82,"Rain, Overcast",1,3,2015,0
2015-01-16,27.2,9.2,19.0,26.5,8.3,18.9,9.3,58.8,0.0,0,0.0,none,47.5,30.0,291.8,1007.0,28.6,10.0,347.1,30.0,10,0.85,Partially cloudy,1,4,2015,0
2015-01-17,25.2,14.5,19.3,25.2,14.5,19.3,10.0,57.6,0.34,100,4.17,rain,43.9,31.7,258.3,1009.8,53.9,10.0,272.2,23.5,8,0.89,"Rain, Partially cloudy",1,5,2015,0
2015-01-18,19.2,12.2,16.2,19.2,12.2,16.2,8.4,60.4,0.0,0,0.0,none,43.9,27.7,206.2,1015.6,81.4,10.0,214.3,18.3,6,0.92,Partially cloudy,1,6,2015,0
2015-01-19,22.2,11.0,16.8,22.2,11.0,16.8,7.9,57.1,0.0,0,0.0,none,41.4,27.7,166.9,1015.2,61.4,10.0,363.5,31.5,10,0.95,Partially cloudy,1,0,2015,0
2015-01-20,30.2,9.8,20.9,29.2,9.2,20.8,11.8,60.1,0.0,0,0.0,none,56.5,40.7,12.1,1006.0,52.2,10.0,234.2,20.2,7,0.98,Partially cloudy,1,1,2015,0
2015-01-21,33.1,18.7,25.7,32.0,18.7,25.3,14.4,53.4,0.087,100,4.17,rain,41.8,25.9,81.6,1007.6,55.3,10.0,302.2,26.2,10,0.0,"Rain, Partially cloudy",1,2,2015,0
2015-01-22,35.4,17.1,24.4,34.4,17.1,24.3,15.9,65.2,0.0,0,0.0,none,50.8,27.7,307.5,1009.1,45.9,9.8,325.9,28.1,10,0.05,Partially cloudy,1,3,2015,0
2015-01-23,25.9,17.1,22.2,25.9,17.1,22.2,14.6,63.5,0.0,0,0.0,none,47.9,31.7,192.8,1005.6,34.6,10.0,344.7,29.9,10,0.09,Partially cloudy,1,4,2015,0
2015-01-24,28.6,13.1,20.7,28.1,13.1,20.6,13.3,64.9,0.0,0,0.0,none,40.0,24.6,194.9,1004.1,4.8,10.0,364.8,31.5,10,0.12,Clear,1,5,2015,0
2015-01-25,21.4,13.4,17.1,21.4,13.4,17.1,8.3,59.2,0.0,0,0.0,none,52.6,35.3,243.2,1007.5,51.4,10.0,261.2,22.6,9,0.16,Partially cloudy,1,6,2015,0
2015-01-26,20.1,9.7,14.6,20.1,8.2,14.5,7.3,63.5,0.26,100,8.33,rain,48.2,35.3,180.5,1015.4,56.1,10.0,216.9,18.6,6,0.19,"Rain, Partially cloudy",1,0,2015,0
2015-01-27,19.5,12.6,15.9,19.5,12.6,15.9,8.1,60.4,0.0,0,0.0,none,55.1,29.5,167.4,1016.4,63.7,10.0,345.8,29.7,10,0.25,Partially cloudy,1,1,2015,0
2015-01-28,24.2,13.5,18.5,24.2,13.5,18.5,8.8,55.3,0.0,0,0.0,none,54.0,38.9,145.1,1017.0,41.1,10.0,331.5,28.7,10,0.26,Partially cloudy,1,2,2015,0
2015-01-29,21.7,11.8,16.8,21.7,11.8,16.8,8.9,61.1,0.0,0,0.0,none,51.1,42.5,155.1,1018.5,36.9,10.0,227.7,19.9,7,0.29,Partially cloudy,1,3,2015,0
2015-01-30,21.1,11.2,16.2,21.1,11.2,16.2,8.7,62.5,0.0,0,0.0,none,50.8,27.7,169.7,1015.0,45.0,10.0,268.7,23.2,8,0.33,Partially cloudy,1,4,2015,0
2015-01-31,20.1,11.4,16.3,20.1,11.4,16.3,11.0,71.8,0.0,0,0.0,none,49.0,29.5,220.7,1011.8,77.2,10.0,191.7,16.5,5,0.36,Partially cloudy,1,5,2015,0
2015-02-01,20.4,12.9,15.8,20.4,12.9,15.8,12.7,82.4,0.567,100,4.17,rain,54.7,33.5,217.5,1013.1,97.2,9.8,165.4,14.3,7,0.4,"Rain, Overcast",2,6,2015,0
2015-02-02,22.5,14.1,17.5,22.5,14.1,17.5,11.6,69.1,0.0,0,0.0,none,53.6,35.3,195.0,1019.1,85.2,10.0,207.9,18.1,6,0.43,Partially cloudy,2,0,2015,0
2015-02-03,21.5,15.1,17.5,21.5,15.1,17.5,10.8,65.3,0.0,0,0.0,none,44.3,27.7,184.3,1021.5,71.2,10.0,321.8,27.8,10,0.47,Partially cloudy,2,1,2015,0
2015-02-04,19.4,14.4,16.8,19.4,14.4,16.8,9.8,64.0,0.113,100,4.17,rain,50.0,33.5,181.8,1019.3,79.3,10.0,222.2,19.2,8,0.5,"Rain, Partially cloudy",2,2,2015,0
2015-02-05,26.5,9.2,18.6,26.5,9.2,18.6,11.6,66.6,0.0,0,0.0,none,40.7,29.5,182.5,1022.0,8.6,10.0,342.3,29.4,10,0.54,Clear,2,3,2015,0
2015-02-06,36.1,12.0,24.3,34.6,12.0,23.7,12.2,54.5,0.0,0,0.0,none,29.9,22.3,43.1,1022.1,10.7,10.0,323.1,27.7,10,0.57,Clear,2,4,2015,0
2015-02-07,36.1,19.3,27.6,34.6,19.3,27.0,11.9,39.4,0.0,0,0.0,none,52.6,29.5,2.0,1018.4,55.8,10.0,247.1,21.4,9,0.6,Partially cloudy,2,5,2015,0
2015-02-08,25.1,17.7,20.7,25.1,17.7,20.7,13.8,65.3,0.0,0,0.0,none,51.5,27.7,193.2,1019.9,54.8,10.0,320.5,27.8,10,0.64,Partially cloudy,2,6,2015,0
2015-02-09,27.3,11.9,19.5,27.5,11.9,19.6,11.7,61.9,0.0,0,0.0,none,39.2,23.6,179.3,1022.4,20.1,10.0,339.0,29.3,10,0.67,Partially cloudy,2,0,2015,0
2015-02-10,30.9,13.4,22.3,30.5,13.4,22.4,15.3,67.7,0.0,0,0.0,none,39.6,25.9,209.3,1019.8,2.8,10.0,319.9,27.6,10,0.7,Clear,2,1,2015,0
2015-02-11,32.1,15.9,22.5,32.5,15.9,22.7,16.1,69.8,0.0,0,0.0,none,59.0,38.3,192.7,1018.6,30.9,9.8,306.6,26.3,10,0.74,Partially cloudy,2,2,2015,0
2015-02-12,24.6,16.8,19.7,24.6,16.8,19.7,13.1,66.6,0.0,0,0.0,none,42.8,25.9,181.1,1022.6,75.2,10.0,289.9,24.9,9,0.75,Partially cloudy,2,3,2015,0
2015-02-13,32.1,13.5,21.4,31.3,13.5,21.3,14.8,70.8,14.0,100,8.33,rain,40.0,31.8,55.5,1020.3,38.3,10.0,259.6,22.4,9,0.8,"Rain, Partially cloudy",2,4,2015,0
2015-02-14,25.7,18.1,20.8,25.7,18.1,20.8,17.3,81.9,3.391,100,8.33,rain,40.7,24.1,200.3,1018.1,65.7,10.0,238.8,20.6,9,0.84,"Rain, Partially cloudy",2,5,2015,0
2015-02-15,35.1,14.4,24.3,34.1,14.4,23.9,14.3,61.2,0.0,0,0.0,none,21.2,24.1,79.0,1013.9,44.7,10.0,316.8,27.4,10,0.87,Partially cloudy,2,6,2015,0
2015-02-16,27.2,17.0,21.3,27.5,17.0,21.4,13.9,63.6,0.0,0,0.0,none,43.6,29.5,206.1,1015.4,35.6,10.0,297.4,25.8,9,0.9,Partially cloudy,2,0,2015,0
2015-02-17,20.3,17.0,18.2,20.3,17.0,18.2,13.5,73.6,0.0,0,0.0,none,38.2,20.5,170.2,1017.4,92.8,10.0,185.1,16.0,6,0.94,Overcast,2,1,2015,0
2015-02-18,21.4,16.9,18.7,21.4,16.9,18.7,14.3,76.0,0.0,0,0.0,none,37.1,20.5,183.1,1020.0,94.5,10.0,161.9,14.1,5,0.97,Overcast,2,2,2015,0
2015-02-19,29.1,17.1,21.9,29.5,17.1,22.0,16.7,74.7,0.2,100,8.33,rain,26.3,24.1,232.4,1016.7,50.0,10.0,233.0,20.3,7,0.0,"Rain, Partially cloudy",2,3,2015,0
2015-02-20,27.4,14.7,21.2,28.3,14.7,21.3,16.7,76.8,0.0,0,0.0,none,34.2,25.9,195.7,1015.1,10.4,10.0,280.0,24.4,9,0.04,Clear,2,4,2015,0
2015-02-21,36.1,17.5,25.8,35.5,17.5,25.6,15.5,59.5,0.567,100,4.17,rain,38.5,33.5,26.5,1012.7,45.5,10.0,284.7,24.5,10,0.07,"Rain, Partially cloudy",2,5,2015,0
2015-02-22,35.4,21.4,27.7,34.8,21.4,27.7,15.4,48.5,0.0,0,0.0,none,47.2,31.7,22.3,1011.9,47.0,10.0,288.3,25.0,9,0.1,Partially cloudy,2,6,2015,0
2015-02-23,29.2,15.6,21.1,29.4,15.6,21.2,15.5,71.4,6.134,100,8.33,rain,54.0,37.1,198.2,1013.6,56.8,10.0,220.6,19.0,7,0.14,"Rain, Partially cloudy",2,0,2015,0
2015-02-24,20.6,14.8,17.3,20.6,14.8,17.3,9.6,61.5,0.4,100,4.17,rain,50.8,29.5,171.1,1019.3,76.8,10.0,275.8,23.9,9,0.17,"Rain, Partially cloudy",2,1,2015,0
2015-02-25,27.1,11.6,19.5,27.3,11.6,19.5,13.3,69.9,0.0,0,0.0,none,29.9,22.3,159.3,1012.9,43.9,10.0,182.2,15.9,7,0.2,Partially cloudy,2,2,2015,0
2015-02-26,23.8,14.7,19.2,23.8,14.7,19.2,14.5,75.2,0.0,0,0.0,none,34.2,22.3,208.2,1009.9,54.9,10.0,211.6,18.3,7,0.25,Partially cloudy,2,3,2015,0
2015-02-27,25.3,11.7,18.7,25.3,11.7,18.7,13.2,72.6,0.0,0,0.0,none,31.0,22.3,186.4,1010.1,45.2,10.0,244.8,21.3,8,0.27,Partially cloudy,2,4,2015,0
2015-02-28,32.1,16.8,22.5,30.6,16.8,22.2,13.4,61.7,1.701,100,4.17,rain,56.5,39.7,8.0,1005.2,82.1,10.0,116.4,10.1,6,0.31,"Rain, Partially cloudy",2,5,2015,0
2015-03-01,21.1,14.8,17.7,21.1,14.8,17.7,12.9,75.0,14.0,100,4.17,rain,46.8,27.7,196.5,1012.1,53.6,10.0,220.9,19.1,8,0.34,"Rain, Partially cloudy",3,6,2015,0
2015-03-02,24.0,8.2,16.8,24.0,8.2,16.8,9.3,64.2,0.0,0,0.0,none,22.7,16.6,200.7,1016.3,66.7,10.0,269.4,23.4,9,0.37,Partially cloudy,3,0,2015,0
2015-03-03,23.3,15.3,18.8,23.3,15.3,18.8,12.2,66.7,0.0,0,0.0,none,32.8,18.4,198.4,1015.7,48.4,10.0,281.8,24.4,9,0.41,Partially cloudy,3,1,2015,0
2015-03-04,25.1,11.7,17.9,25.1,11.7,17.9,10.4,64.2,0.0,0,0.0,none,29.2,22.3,255.7,1013.0,40.0,10.0,249.4,21.5,8,0.44,Partially cloudy,3,2,2015,0
2015-03-05,19.1,10.9,15.6,19.1,10.9,15.6,6.9,57.3,0.8,100,8.33,rain,68.4,40.7,233.8,1014.5,50.6,10.0,233.2,20.2,8,0.48,"Rain, Partially cloudy",3,3,2015,0
2015-03-06,20.1,13.1,16.1,20.1,13.1,16.1,11.3,73.6,0.686,100,8.33,rain,58.0,38.9,262.6,1011.5,95.6,10.0,75.8,6.0,3,0.5,"Rain, Overcast",3,4,2015,0
2015-03-07,23.1,13.8,17.4,23.1,13.8,17.4,13.0,76.7,0.546,100,4.17,rain,31.0,18.4,277.3,1011.6,75.9,10.0,133.7,11.4,5,0.54,"Rain, Partially cloudy",3,5,2015,0
2015-03-08,26.0,14.6,18.9,26.0,14.6,18.9,13.4,72.3,0.0,0,0.0,none,35.6,24.1,190.2,1011.0,55.3,10.0,210.1,18.3,7,0.58,Partially cloudy,3,6,2015,0
2015-03-09,23.7,11.5,17.5,23.7,11.5,17.5,11.8,71.4,0.0,0,0.0,none,36.4,22.8,217.8,1013.1,54.5,10.0,200.5,17.4,7,0.61,Partially cloudy,3,0,2015,0
2015-03-10,23.1,14.9,18.0,23.1,14.9,18.0,10.4,62.1,0.0,0,0.0,none,32.8,22.3,163.9,1016.9,47.6,10.0,264.2,22.8,9,0.65,Partially cloudy,3,1,2015,0
2015-03-11,25.3,7.3,16.7,25.3,7.3,16.7,9.2,65.6,0.0,0,0.0,none,48.2,28.0,201.5,1015.3,11.3,10.0,273.0,23.5,9,0.68,Clear,3,2,2015,0
2015-03-12,19.2,10.6,15.0,19.2,10.6,15.0,9.2,69.6,0.0,0,0.0,none,45.4,27.7,205.7,1019.1,71.1,10.0,137.5,12.1,5,0.71,Partially cloudy,3,3,2015,0
2015-03-13,20.5,13.1,16.3,20.5,13.1,16.3,8.1,59.4,0.0,0,0.0,none,38.9,24.6,164.7,1021.5,44.5,10.0,268.9,23.2,9,0.75,Partially cloudy,3,4,2015,0
2015-03-14,30.1,6.1,17.3,28.3,4.9,16.8,8.1,63.6,0.113,100,4.17,rain,47.9,28.7,312.0,1014.5,47.7,9.9,250.5,21.7,9,0.75,"Rain, Partially cloudy",3,5,2015,0
2015-03-15,18.9,13.2,15.5,18.9,13.2,15.5,9.2,67.2,1.567,100,4.17,rain,42.1,31.7,178.5,1016.3,66.0,10.0,228.6,19.8,9,0.82,"Rain, Partially cloudy",3,6,2015,0
2015-03-16,24.6,7.6,17.0,24.6,7.0,17.0,9.3,64.9,0.0,0,0.0,none,30.6,27.7,19.4,1013.3,62.4,10.0,221.1,19.0,7,0.85,Partially cloudy,3,0,2015,0
2015-03-17,25.1,16.3,21.5,25.1,16.3,21.5,10.2,51.0,0.0,0,0.0,none,70.9,33.8,22.6,1004.5,74.7,10.0,133.7,11.6,6,0.89,Partially cloudy,3,1,2015,0
2015-03-18,25.1,15.3,20.4,25.1,15.3,20.4,14.1,68.9,0.913,100,4.17,rain,45.0,16.6,281.0,1003.9,65.7,10.0,143.6,12.5,5,0.92,"Rain, Partially cloudy",3,2,2015,0
2015-03-19,32.9,14.7,21.7,31.8,14.7,21.4,13.0,61.9,0.433,100,4.17,rain,69.1,48.2,354.1,1006.1,29.6,10.0,206.1,17.9,7,0.95,"Rain, Partially cloudy",3,3,2015,0
2015-03-20,20.1,10.2,15.8,20.1,10.2,15.8,7.8,60.8,0.0,0,0.0,none,45.7,31.7,203.6,1018.3,28.2,10.0,188.9,16.3,7,0.0,Partially cloudy,3,4,2015,0
2015-03-21,22.2,8.6,15.4,22.2,8.1,15.3,7.2,59.9,0.0,0,0.0,none,37.4,24.6,157.5,1024.9,14.2,10.0,258.6,22.4,9,0.02,Clear,3,5,2015,0
2015-03-22,28.2,7.2,18.3,27.3,7.0,18.0,8.9,60.9,0.0,0,0.0,none,42.8,27.7,3.1,1018.9,9.9,10.0,250.8,21.6,8,0.05,Clear,3,6,2015,0
2015-03-23,26.4,15.1,21.8,26.4,15.1,21.8,12.0,55.2,0.087,100,4.17,rain,63.7,35.3,329.9,1009.5,64.9,10.0,135.5,11.6,5,0.09,"Rain, Partially cloudy",3,0,2015,0
2015-03-24,15.0,12.1,13.6,15.0,12.1,13.6,9.0,74.0,0.633,100,8.33,rain,51.8,31.7,192.0,1017.2,97.0,9.9,71.3,6.1,3,0.12,"Rain, Overcast",3,1,2015,0
2015-03-25,20.6,11.7,15.0,20.6,11.7,15.0,7.7,63.2,0.173,100,4.17,rain,28.8,20.5,220.8,1016.3,73.0,10.0,191.2,16.4,6,0.15,"Rain, Partially cloudy",3,2,2015,0
2015-03-26,17.5,7.9,13.2,17.5,5.9,12.9,5.0,60.2,1.007,100,12.5,rain,61.9,37.3,306.9,1016.9,51.7,10.0,184.6,16.0,7,0.19,"Rain, Partially cloudy",3,3,2015,0
2015-03-27,18.1,12.1,14.6,18.1,12.1,14.6,8.5,67.6,0.26,100,8.33,rain,58.3,33.5,257.3,1022.1,73.7,10.0,128.9,11.1,5,0.25,"Rain, Partially cloudy",3,4,2015,0
2015-03-28,19.1,10.1,13.8,19.1,10.1,13.8,8.8,72.8,0.087,100,4.17,rain,24.8,18.4,210.7,1023.8,62.1,10.0,124.3,10.7,4,0.25,"Rain, Partially cloudy",3,5,2015,0
2015-03-29,23.7,6.2,15.0,23.7,5.0,14.7,8.4,68.9,0.174,100,8.33,rain,28.1,22.3,199.0,1021.6,1.2,10.0,231.1,19.9,8,0.29,Rain,3,6,2015,0
2015-03-30,24.0,7.3,15.7,24.0,5.7,15.6,9.3,68.9,0.0,0,0.0,none,36.0,20.6,197.8,1023.9,2.2,10.0,211.7,18.5,8,0.32,Clear,3,0,2015,0
2015-03-31,26.2,7.5,16.7,26.2,6.8,16.6,10.5,70.9,0.0,0,0.0,none,19.4,22.3,238.0,1024.0,6.0,10.0,227.7,19.7,8,0.35,Clear,3,1,2015,0
2015-04-01,29.1,11.7,21.6,28.1,11.7,21.3,9.9,51.4,0.113,100,4.17,rain,54.7,33.5,357.2,1016.5,58.1,10.0,147.4,12.7,6,0.39,"Rain, Partially cloudy",4,2,2015,0
2015-04-02,21.4,10.9,14.8,21.4,10.9,14.8,7.5,62.9,0.314,100,8.33,rain,56.9,40.7,209.3,1021.5,63.6,10.0,176.7,15.2,6,0.42,"Rain, Partially cloudy",4,3,2015,0
2015-04-03,20.1,3.6,13.3,20.1,3.6,13.2,5.8,62.6,0.0,0,0.0,none,40.7,24.1,163.7,1023.4,8.7,10.0,225.0,19.3,8,0.45,Clear,4,4,2015,0
2015-04-04,24.2,5.3,14.2,24.2,3.7,13.8,8.5,72.1,0.0,0,0.0,none,23.0,18.0,221.6,1017.4,34.5,10.0,201.6,17.5,7,0.5,Partially cloudy,4,5,2015,0
2015-04-05,19.2,7.8,13.7,19.2,7.0,13.5,8.9,73.9,0.0,0,0.0,none,35.6,19.6,237.5,1010.9,69.2,10.0,136.3,12.2,6,0.52,Partially cloudy,4,6,2015,0
2015-04-06,18.1,9.4,13.7,18.1,9.2,13.7,6.8,65.7,0.0,0,0.0,none,23.4,16.6,215.5,1006.9,85.7,10.0,119.0,10.2,5,0.56,Partially cloudy,4,0,2015,0
2015-04-07,16.1,9.4,12.5,16.1,8.7,12.4,9.8,83.9,9.433,100,8.33,rain,58.7,37.1,204.1,1012.7,90.6,9.9,62.6,5.4,2,0.59,"Rain, Overcast",4,1,2015,0
2015-04-08,17.3,10.0,13.4,17.3,10.0,13.4,9.5,78.0,0.773,100,8.33,rain,51.1,31.7,205.1,1022.4,75.0,9.9,120.7,10.4,4,0.63,"Rain, Partially cloudy",4,2,2015,0
2015-04-09,19.1,5.3,13.0,19.1,4.0,12.7,8.4,75.6,0.0,0,0.0,none,34.2,22.3,178.2,1025.3,27.6,10.0,144.5,12.5,5,0.66,Partially cloudy,4,3,2015,0
2015-04-10,19.7,5.3,12.9,19.7,4.8,12.7,8.6,77.3,0.0,0,0.0,none,30.6,16.7,179.7,1025.2,4.6,10.0,200.7,17.4,7,0.7,Clear,4,4,2015,0
2015-04-11,23.9,10.1,16.0,23.9,10.1,16.0,11.0,74.6,0.0,0,0.0,none,36.7,25.9,187.6,1021.3,76.5,10.0,173.2,15.0,6,0.73,Partially cloudy,4,5,2015,0
2015-04-12,18.5,8.1,14.3,18.5,7.2,14.2,8.7,70.2,0.0,0,0.0,none,38.2,27.7,170.1,1022.0,58.2,10.0,151.0,13.1,5,0.75,Partially cloudy,4,6,2015,0
2015-04-13,20.7,4.4,11.8,20.7,3.0,11.4,7.3,76.4,0.0,0,0.0,none,16.6,16.6,261.4,1021.0,43.3,10.0,202.5,17.5,7,0.8,Partially cloudy,4,0,2015,0
2015-04-14,24.1,10.1,16.9,24.1,10.1,16.9,10.7,69.6,1.221,100,4.17,rain,37.4,22.3,28.6,1018.3,86.6,10.0,84.4,7.3,4,0.84,"Rain, Partially cloudy",4,1,2015,0
2015-04-15,27.0,16.9,20.8,26.9,16.9,20.8,13.1,63.5,0.2,100,4.17,rain,46.4,35.3,6.0,1017.8,59.2,10.0,168.7,14.6,6,0.87,"Rain, Partially cloudy",4,2,2015,0
2015-04-16,18.0,12.6,15.7,18.0,12.6,15.7,11.0,74.3,0.0,0,0.0,none,32.0,22.3,213.2,1024.0,73.0,10.0,90.9,8.0,3,0.91,Partially cloudy,4,3,2015,0
2015-04-17,16.2,8.0,12.7,16.2,8.0,12.7,9.7,82.5,1.946,100,8.33,rain,22.0,12.7,40.4,1020.4,79.6,10.0,101.2,8.6,5,0.94,"Rain, Partially cloudy",4,4,2015,0
2015-04-18,20.1,10.2,14.7,20.1,10.2,14.7,12.0,86.0,5.511,100,8.33,rain,45.7,25.9,278.0,1013.4,87.7,8.0,130.0,11.3,5,0.98,"Rain, Partially cloudy",4,5,2015,0
2015-04-19,13.1,7.8,10.1,13.1,4.2,8.9,6.3,78.5,10.549,100,16.67,rain,55.8,32.2,210.3,1026.8,52.2,10.0,146.7,12.7,5,0.0,"Rain, Partially cloudy",4,6,2015,0
2015-04-20,15.5,5.4,11.0,15.5,5.3,10.5,4.3,64.5,0.0,0,0.0,none,44.3,31.7,158.2,1034.9,31.0,10.0,166.0,14.3,6,0.04,Partially cloudy,4,0,2015,0
2015-04-21,17.1,3.4,11.1,17.1,1.3,10.6,5.9,72.2,0.0,0,0.0,none,45.0,27.7,181.5,1031.1,28.0,10.0,161.2,13.9,6,0.07,Partially cloudy,4,1,2015,0
2015-04-22,18.2,7.9,13.8,18.2,6.1,13.6,10.6,81.5,0.0,0,0.0,none,36.4,31.7,174.6,1024.3,68.4,10.0,69.7,6.2,2,0.11,Partially cloudy,4,2,2015,0
2015-04-23,19.6,12.9,15.6,19.6,12.9,15.6,13.0,85.3,0.0,0,0.0,none,34.6,20.9,183.1,1015.3,85.8,10.0,65.1,5.5,3,0.14,Partially cloudy,4,3,2015,0
2015-04-24,21.1,12.4,16.1,21.1,12.4,16.1,12.3,80.1,0.0,0,0.0,none,29.5,18.3,325.1,1005.1,91.5,9.6,100.9,8.8,4,0.17,Overcast,4,4,2015,0
2015-04-25,14.1,11.1,12.6,14.1,11.1,12.6,11.8,94.9,10.537,100,12.5,rain,40.7,24.1,239.9,1008.8,95.0,10.0,58.3,5.2,3,0.2,"Rain, Overcast",4,5,2015,0
2015-04-26,14.1,10.1,11.7,14.1,10.1,11.7,9.0,83.9,2.364,100,12.5,rain,51.8,26.4,231.8,1017.9,89.1,9.9,77.1,6.5,3,0.25,"Rain, Partially cloudy",4,6,2015,0
2015-04-27,14.1,10.1,11.8,14.1,10.1,11.8,9.2,84.1,0.52,100,8.33,rain,42.1,24.1,240.5,1022.8,82.8,10.0,99.0,8.3,4,0.27,"Rain, Partially cloudy",4,0,2015,0
2015-04-28,15.1,7.0,11.3,15.1,7.0,11.2,8.7,85.3,0.4,100,4.17,rain,34.2,27.7,197.9,1028.0,73.5,10.0,101.0,8.6,4,0.3,"Rain, Partially cloudy",4,1,2015,0
2015-04-29,17.0,4.6,10.5,17.0,4.1,10.2,7.1,81.3,0.2,100,8.33,rain,22.0,14.8,199.7,1030.5,32.5,9.8,147.1,12.7,6,0.33,"Rain, Partially cloudy",4,2,2015,0
2015-04-30,19.4,3.5,10.9,19.4,2.9,10.5,7.1,80.4,0.0,0,0.0,none,18.4,18.4,184.1,1030.0,10.6,10.0,145.7,12.6,5,0.37,Clear,4,3,2015,0
2015-05-01,22.3,4.2,13.2,22.3,3.1,12.8,7.7,73.2,0.0,0,0.0,none,27.7,18.4,14.1,1025.5,14.3,9.9,160.0,13.8,6,0.4,Clear,5,4,2015,0
2015-05-02,22.1,11.4,16.5,22.1,11.4,16.5,10.3,67.6,0.0,0,0.0,none,51.5,27.7,355.3,1017.3,49.9,10.0,109.6,9.4,5,0.43,Partially cloudy,5,5,2015,0
2015-05-03,18.7,8.1,12.6,18.7,7.0,12.4,9.4,82.6,0.0,0,0.0,none,23.0,14.8,300.1,1018.5,26.0,10.0,148.6,12.9,6,0.47,Partially cloudy,5,6,2015,0
2015-05-04,21.4,6.7,14.6,21.4,5.0,14.4,8.4,70.8,0.0,0,0.0,none,67.7,46.4,5.7,1012.2,22.4,9.3,145.0,12.5,6,0.5,Partially cloudy,5,0,2015,0
2015-05-05,17.9,10.6,14.4,17.9,10.6,14.4,6.5,60.3,1.693,100,8.33,rain,90.4,46.4,335.5,1002.9,63.6,10.0,120.6,10.4,6,0.53,"Rain, Partially cloudy",5,1,2015,0
2015-05-06,15.1,9.1,11.4,15.1,6.4,10.6,6.5,72.5,3.0,100,4.17,rain,57.2,29.9,327.8,1012.9,56.0,10.0,106.8,9.1,5,0.57,"Rain, Partially cloudy",5,2,2015,0
2015-05-07,13.9,8.7,11.0,13.9,6.1,10.4,6.1,72.1,0.46,100,8.33,rain,52.6,29.7,294.0,1018.6,68.1,10.0,85.2,7.4,4,0.6,"Rain, Partially cloudy",5,3,2015,0
