datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,month,day_of_week,year,flood_risk
2017-09-04,12.1,6.0,9.0,12.1,2.6,6.9,2.5,64.8,1.093,100,8.33,rain,74.9,35.3,305.3,1004.6,51.0,10.0,167.1,14.4,6,0.43,"Rain, Partially cloudy",9,0,2017,0
2017-09-05,11.9,5.7,7.6,11.9,1.5,4.9,2.6,71.6,5.866,100,4.17,rain,72.7,48.2,299.9,1007.3,69.5,10.0,150.1,13.0,6,0.46,"Rain, Partially cloudy",9,1,2017,0
2017-09-06,12.5,5.6,9.3,12.5,2.6,7.9,6.2,80.8,3.866,100,8.33,rain,54.4,31.7,292.9,1013.9,77.1,10.0,90.2,7.7,5,0.5,"Rain, Partially cloudy",9,2,2017,0
2017-09-07,15.1,7.1,10.5,15.1,4.6,9.5,7.0,79.6,1.958,100,8.33,rain,52.9,31.7,301.4,1017.8,66.6,9.9,132.3,11.3,6,0.53,"Rain, Partially cloudy",9,3,2017,0
2017-09-08,13.1,6.6,9.0,13.1,3.9,7.3,5.4,79.8,2.412,100,8.33,rain,55.1,35.3,263.4,1021.8,74.6,10.0,164.6,14.0,6,0.56,"Rain, Partially cloudy",9,4,2017,0
2017-09-09,14.1,5.5,9.5,14.1,2.6,8.4,6.4,82.2,0.346,100,4.17,rain,35.3,20.5,261.5,1024.7,73.4,10.0,109.9,9.6,4,0.6,"Rain, Partially cloudy",9,5,2017,0
2017-09-10,16.1,5.1,9.5,16.1,2.9,8.7,6.0,80.7,0.0,0,0.0,none,26.6,13.0,311.6,1022.2,55.2,10.0,159.3,13.7,6,0.64,Partially cloudy,9,6,2017,0
2017-09-11,17.1,6.6,13.3,17.1,4.6,13.0,7.0,66.2,0.26,100,8.33,rain,56.9,46.4,4.5,1013.9,77.0,10.0,137.5,11.8,5,0.67,"Rain, Partially cloudy",9,0,2017,0
2017-09-12,19.2,12.4,14.9,19.2,12.4,14.9,10.5,76.2,3.66,100,8.33,rain,46.1,25.9,345.6,1007.9,91.3,10.0,94.7,8.1,5,0.71,"Rain, Overcast",9,1,2017,0
2017-09-13,15.1,7.4,11.5,15.1,4.1,10.7,7.3,75.7,1.958,100,8.33,rain,60.5,44.6,283.6,1005.6,74.9,10.0,151.6,13.2,7,0.75,"Rain, Partially cloudy",9,2,2017,0
2017-09-14,13.4,4.8,9.6,13.4,1.5,8.2,5.3,75.0,0.46,100,8.33,rain,54.0,29.5,283.2,1014.8,76.4,10.0,136.6,11.8,5,0.78,"Rain, Partially cloudy",9,3,2017,0
2017-09-15,15.6,10.1,12.3,15.6,10.1,12.3,8.5,77.5,7.477,100,8.33,rain,51.1,27.7,313.0,1017.1,89.1,10.0,91.0,7.9,4,0.82,"Rain, Partially cloudy",9,4,2017,0
2017-09-16,13.1,3.9,9.4,13.1,2.0,8.1,4.9,75.2,4.299,100,4.17,rain,54.7,28.7,233.1,1022.3,68.2,10.0,200.1,17.4,7,0.85,"Rain, Partially cloudy",9,5,2017,0
2017-09-17,17.1,1.6,10.0,17.1,-1.2,9.0,2.9,64.5,0.0,0,0.0,none,54.4,38.9,356.4,1023.8,22.2,10.0,242.2,21.0,8,0.89,Partially cloudy,9,6,2017,0
2017-09-18,21.1,8.3,14.6,21.1,4.9,14.4,2.2,45.6,0.113,100,4.17,rain,74.5,50.0,352.5,1013.0,53.0,10.0,216.9,18.8,8,0.92,"Rain, Partially cloudy",9,0,2017,0
2017-09-19,14.1,7.0,10.7,14.1,5.5,9.8,4.8,67.7,0.433,100,4.17,rain,48.2,33.5,256.5,1018.6,67.8,10.0,151.5,13.0,5,0.96,"Rain, Partially cloudy",9,1,2017,0
2017-09-20,17.5,3.3,11.5,17.5,1.0,10.7,5.2,67.8,0.0,0,0.0,none,37.8,29.5,3.9,1018.5,38.6,10.0,238.4,20.4,8,0.0,Partially cloudy,9,2,2017,0
2017-09-21,22.1,8.8,15.2,22.1,6.9,15.1,6.2,57.4,0.0,0,0.0,none,71.3,38.9,359.1,1011.1,59.1,10.0,185.3,16.1,7,0.03,Partially cloudy,9,3,2017,0
2017-09-22,24.2,9.2,16.5,24.2,9.2,16.5,9.1,66.0,0.0,0,0.0,none,39.2,29.5,12.6,1007.8,52.9,10.0,218.3,18.9,8,0.06,Partially cloudy,9,4,2017,0
2017-09-23,29.0,11.9,19.7,27.6,11.9,19.4,5.9,45.4,0.0,0,0.0,none,64.4,48.5,355.8,996.6,52.5,10.0,225.6,19.4,8,0.09,Partially cloudy,9,5,2017,0
2017-09-24,19.1,10.2,14.7,19.1,10.2,14.7,5.7,56.9,0.52,100,8.33,rain,68.4,37.1,324.8,999.3,52.4,10.0,193.7,16.7,6,0.12,"Rain, Partially cloudy",9,6,2017,0
2017-09-25,14.1,5.6,11.3,14.1,4.0,11.0,7.5,78.5,2.087,100,8.33,rain,46.8,27.7,269.2,1009.1,75.8,9.8,156.9,13.6,6,0.16,"Rain, Partially cloudy",9,0,2017,0
2017-09-26,15.1,2.0,9.5,15.1,0.6,8.8,3.7,70.4,0.0,0,0.0,none,21.6,18.4,347.6,1016.4,33.3,10.0,227.3,19.6,7,0.19,Partially cloudy,9,1,2017,0
2017-09-27,22.7,8.2,14.4,22.7,6.5,14.0,5.6,60.3,0.0,0,0.0,none,67.0,38.9,358.0,1005.7,40.4,10.0,193.8,16.7,8,0.22,Partially cloudy,9,2,2017,0
2017-09-28,17.1,6.9,12.7,17.1,5.6,12.5,6.3,67.0,0.113,100,4.17,rain,36.4,29.5,266.8,1008.5,69.9,10.0,114.1,9.9,4,0.25,"Rain, Partially cloudy",9,3,2017,0
2017-09-29,17.1,7.5,13.2,17.1,6.2,13.1,5.0,59.6,0.173,100,4.17,rain,45.4,26.9,331.6,1012.4,63.1,10.0,178.5,15.4,6,0.28,"Rain, Partially cloudy",9,4,2017,0
2017-09-30,16.1,9.9,12.5,16.1,8.2,12.3,4.6,59.7,0.0,0,0.0,none,55.8,37.1,265.0,1017.2,68.1,10.0,187.2,16.1,7,0.32,Partially cloudy,9,5,2017,0
2017-10-01,17.1,7.2,12.5,17.1,5.9,12.1,7.5,73.1,0.0,0,0.0,none,37.4,24.1,273.1,1022.6,84.0,9.8,147.3,12.1,6,0.35,Partially cloudy,10,6,2017,0
2017-10-02,17.5,7.3,12.0,17.5,6.4,11.8,8.1,79.3,0.226,100,8.33,rain,22.7,16.6,225.1,1023.6,56.3,10.0,195.8,16.9,7,0.38,"Rain, Partially cloudy",10,0,2017,0
2017-10-03,21.7,3.6,12.9,21.7,2.3,12.5,7.5,76.1,0.0,0,0.0,none,31.7,19.3,290.1,1021.5,42.4,10.0,270.5,23.3,9,0.41,Partially cloudy,10,1,2017,0
2017-10-04,23.8,5.4,15.1,23.8,4.1,14.6,8.5,70.2,0.0,0,0.0,none,25.9,20.5,319.6,1019.1,37.1,10.0,246.7,21.2,9,0.44,Partially cloudy,10,2,2017,0
2017-10-05,19.1,10.1,16.6,19.1,10.1,16.6,7.8,57.6,0.087,100,4.17,rain,54.7,53.6,257.5,1014.1,85.5,10.0,140.4,12.2,6,0.48,"Rain, Partially cloudy",10,3,2017,0
2017-10-06,15.1,9.0,11.5,15.1,5.7,10.5,8.0,80.5,3.803,100,4.17,rain,53.3,29.5,205.4,1022.2,96.1,9.9,144.3,12.4,5,0.5,"Rain, Overcast",10,4,2017,0
2017-10-07,22.7,4.9,14.2,22.7,3.4,13.9,6.9,66.5,0.087,100,4.17,rain,33.1,22.3,41.9,1019.1,52.1,10.0,213.8,18.3,8,0.55,"Rain, Partially cloudy",10,5,2017,0
2017-10-08,23.8,14.8,19.7,23.8,14.8,19.7,9.0,52.2,1.134,100,4.17,rain,64.8,42.5,359.7,1010.1,38.6,10.0,212.1,18.5,8,0.58,"Rain, Partially cloudy",10,6,2017,0
2017-10-09,19.1,9.7,15.3,19.1,8.8,15.2,9.9,73.1,0.0,0,0.0,none,45.4,35.3,249.3,1011.4,62.9,10.0,194.5,16.9,7,0.62,Partially cloudy,10,0,2017,0
2017-10-10,19.2,4.7,12.8,19.2,3.3,12.5,5.5,64.9,0.0,0,0.0,none,23.8,20.5,222.6,1016.3,18.1,10.0,293.0,25.4,9,0.65,Clear,10,1,2017,0
2017-10-11,23.7,6.7,15.3,23.7,5.4,15.1,7.9,66.0,0.427,100,4.17,rain,69.8,42.5,1.2,1007.9,67.9,10.0,206.2,17.7,8,0.69,"Rain, Partially cloudy",10,2,2017,0
2017-10-12,18.1,9.1,14.0,18.1,6.6,13.8,6.7,64.8,7.866,100,4.17,rain,44.3,29.5,287.0,1013.0,73.2,10.0,170.6,14.8,6,0.75,"Rain, Partially cloudy",10,3,2017,0
2017-10-13,16.1,10.1,13.4,16.1,10.1,13.4,7.2,66.5,0.0,0,0.0,none,32.4,24.1,250.1,1019.3,82.3,10.0,108.2,9.3,3,0.76,Partially cloudy,10,4,2017,0
2017-10-14,17.1,7.2,12.2,17.1,6.1,12.0,6.7,71.1,0.0,0,0.0,none,34.9,22.3,192.8,1024.4,44.9,10.0,254.0,21.7,9,0.79,Partially cloudy,10,5,2017,0
2017-10-15,21.1,4.6,12.6,21.1,2.9,12.3,8.2,76.7,0.0,0,0.0,none,33.8,24.1,213.8,1024.6,17.2,10.0,292.9,25.4,9,0.83,Clear,10,6,2017,0
2017-10-16,28.1,9.4,18.3,27.2,8.9,18.2,11.3,70.6,0.0,0,0.0,none,32.0,24.1,352.0,1023.7,38.4,9.5,269.5,23.3,9,0.87,Partially cloudy,10,0,2017,0
2017-10-17,29.1,9.6,20.6,27.6,9.2,20.2,8.6,53.9,0.0,0,0.0,none,44.6,31.7,354.6,1021.8,0.4,10.0,308.5,26.7,9,0.9,Clear,10,1,2017,0
2017-10-18,30.1,11.9,21.8,28.5,11.9,21.5,8.8,45.9,0.0,0,0.0,none,54.7,40.7,5.3,1019.8,0.0,10.0,305.9,26.3,9,0.94,Clear,10,2,2017,0
2017-10-19,25.1,13.1,20.5,25.1,13.1,20.5,12.7,62.7,3.299,100,8.33,rain,60.5,38.9,326.1,1017.0,73.3,10.0,183.3,15.9,7,0.97,"Rain, Partially cloudy",10,3,2017,0
2017-10-20,16.1,9.0,12.6,16.1,8.0,12.5,5.8,65.3,0.0,0,0.0,none,55.8,35.3,201.2,1026.3,66.3,10.0,216.9,18.7,7,0.0,Partially cloudy,10,4,2017,0
2017-10-21,14.5,10.4,12.2,14.5,10.4,12.2,6.7,69.9,1.134,100,4.17,rain,40.7,18.4,207.9,1024.3,96.8,9.9,140.9,12.1,5,0.04,"Rain, Overcast",10,5,2017,0
2017-10-22,16.0,10.0,12.6,16.0,10.0,12.6,10.7,88.6,0.806,100,8.33,rain,40.7,23.3,219.7,1018.3,96.7,10.0,121.8,10.5,4,0.07,"Rain, Overcast",10,6,2017,0
2017-10-23,20.4,11.1,14.5,20.4,11.1,14.5,10.4,78.4,0.2,100,8.33,rain,41.4,25.9,212.7,1018.2,81.8,10.0,246.0,21.3,9,0.11,"Rain, Partially cloudy",10,0,2017,0
2017-10-24,21.4,9.6,15.1,21.4,9.6,15.1,11.3,80.3,1.334,100,8.33,rain,31.3,20.5,183.3,1016.1,71.2,10.0,213.2,18.3,7,0.14,"Rain, Partially cloudy",10,1,2017,0
2017-10-25,17.6,13.1,14.7,17.6,13.1,14.7,13.1,90.6,8.499,100,12.5,rain,37.1,18.4,180.8,1012.6,92.3,10.0,173.1,14.9,6,0.17,"Rain, Overcast",10,2,2017,0
2017-10-26,16.3,12.4,13.9,16.3,12.4,13.9,11.9,88.0,0.2,100,4.17,rain,46.4,27.7,190.7,1009.5,95.4,9.8,122.7,10.7,4,0.2,"Rain, Overcast",10,3,2017,0
2017-10-27,27.1,10.2,18.7,26.2,10.2,18.6,9.1,62.5,0.0,0,0.0,none,50.8,33.5,349.0,1007.6,46.2,10.0,301.2,26.1,10,0.23,Partially cloudy,10,4,2017,0
2017-10-28,23.1,14.1,18.4,23.1,14.1,18.4,8.4,55.5,0.346,100,4.17,rain,56.2,29.5,211.2,1006.3,78.8,10.0,169.9,14.6,5,0.25,"Rain, Partially cloudy",10,5,2017,0
2017-10-29,28.1,9.9,19.2,26.7,9.9,19.1,8.2,58.1,0.0,0,0.0,none,63.4,44.6,346.0,1002.1,20.0,10.0,324.6,28.2,10,0.3,Clear,10,6,2017,0
2017-10-30,16.1,7.7,11.1,16.1,6.0,10.6,7.0,78.0,7.701,100,16.67,rain,47.2,30.2,272.4,1008.4,70.5,10.0,243.2,20.9,8,0.33,"Rain, Partially cloudy",10,0,2017,0
2017-10-31,16.0,5.1,11.1,16.0,3.5,10.5,5.8,72.1,0.953,100,8.33,rain,35.3,20.5,222.9,1019.5,52.8,10.0,206.1,17.6,7,0.36,"Rain, Partially cloudy",10,1,2017,0
2017-11-01,16.1,10.8,13.5,16.1,10.8,13.5,11.0,85.4,0.866,100,8.33,rain,37.8,24.1,211.9,1018.3,95.1,10.0,165.5,14.2,7,0.4,"Rain, Overcast",11,2,2017,0
2017-11-02,16.1,10.9,12.8,16.1,10.9,12.8,9.0,79.4,0.113,100,4.17,rain,27.0,20.5,189.7,1015.4,99.1,10.0,106.7,9.2,5,0.43,"Rain, Overcast",11,3,2017,0
2017-11-03,16.1,8.1,11.5,16.1,6.4,11.1,5.5,69.2,0.433,100,4.17,rain,56.9,31.7,236.8,1015.4,75.2,10.0,273.0,23.4,9,0.46,"Rain, Partially cloudy",11,4,2017,0
2017-11-04,15.1,5.0,10.4,15.1,3.5,9.9,3.8,65.5,0.0,0,0.0,none,42.5,23.4,195.1,1021.4,56.9,10.0,225.8,19.5,7,0.5,Partially cloudy,11,5,2017,0
2017-11-05,18.1,3.7,11.3,18.1,2.2,11.0,5.0,68.3,0.0,0,0.0,none,46.4,27.7,172.7,1020.8,58.9,10.0,293.3,25.4,9,0.53,Partially cloudy,11,6,2017,0
2017-11-06,16.1,7.4,12.2,16.1,6.4,12.0,6.4,68.7,0.0,0,0.0,none,60.5,37.1,198.7,1016.4,88.5,10.0,196.5,17.0,6,0.56,Partially cloudy,11,0,2017,0
2017-11-07,15.3,9.4,12.0,15.3,7.3,11.8,6.2,69.6,0.26,100,4.17,rain,49.7,29.5,205.2,1021.2,89.3,10.0,157.0,13.7,4,0.6,"Rain, Partially cloudy",11,1,2017,0
2017-11-08,18.4,8.8,13.7,18.4,7.6,13.7,7.1,65.2,0.0,0,0.0,none,36.0,20.5,173.1,1026.2,53.8,10.0,347.7,29.7,10,0.63,Partially cloudy,11,2,2017,0
2017-11-09,22.8,7.5,15.3,22.8,7.5,15.3,9.8,72.7,0.0,0,0.0,none,32.4,24.1,177.9,1026.3,41.9,10.0,329.0,28.4,10,0.67,Partially cloudy,11,3,2017,0
2017-11-10,25.4,9.6,17.8,25.4,8.9,17.7,12.2,74.4,0.0,0,0.0,none,25.9,18.4,205.6,1025.0,76.3,10.0,272.9,23.5,8,0.7,Partially cloudy,11,4,2017,0
2017-11-11,27.0,12.7,19.9,27.1,12.7,19.9,13.2,69.9,0.0,0,0.0,none,31.3,25.9,215.9,1023.3,32.5,10.0,340.6,29.4,10,0.75,Partially cloudy,11,5,2017,0
2017-11-12,26.4,11.2,18.7,26.4,11.2,18.7,13.1,75.0,0.0,0,0.0,none,27.4,22.3,233.5,1020.9,26.5,10.0,330.9,28.5,10,0.77,Partially cloudy,11,6,2017,0
2017-11-13,32.1,10.8,22.2,30.3,10.8,21.6,11.2,59.1,0.0,0,0.0,none,31.3,18.4,131.9,1017.0,13.2,9.9,346.8,29.8,10,0.81,Clear,11,0,2017,0
2017-11-14,34.1,17.1,25.7,31.6,17.1,24.8,8.9,39.7,0.0,0,0.0,none,49.7,33.5,7.7,1013.9,6.6,10.0,350.6,30.3,10,0.84,Clear,11,1,2017,0
2017-11-15,30.1,18.7,24.5,28.5,18.7,24.1,10.1,45.3,1.481,100,4.17,rain,55.8,37.1,8.1,1010.7,49.8,9.8,283.6,24.6,10,0.88,"Rain, Partially cloudy",11,2,2017,0
2017-11-16,21.1,16.9,18.5,21.1,16.9,18.5,17.3,93.1,4.379,100,12.5,rain,41.8,22.3,72.3,1010.6,92.5,10.0,100.0,8.7,3,0.91,"Rain, Overcast",11,3,2017,0
2017-11-17,26.2,14.3,19.8,26.2,14.3,19.8,14.3,74.2,8.761,100,8.33,rain,36.7,23.6,40.8,1012.5,69.7,10.0,208.4,17.9,9,0.95,"Rain, Partially cloudy",11,4,2017,0
2017-11-18,28.1,14.5,20.0,27.5,14.5,19.9,14.5,74.4,3.499,100,12.5,rain,33.1,33.5,77.6,1015.7,51.7,10.0,293.3,25.3,9,0.0,"Rain, Partially cloudy",11,5,2017,0
2017-11-19,28.9,13.4,21.0,28.3,13.4,20.9,14.2,70.2,0.0,0,0.0,none,32.0,25.9,109.7,1019.6,28.5,10.0,276.7,24.0,8,0.02,Partially cloudy,11,6,2017,0
2017-11-20,31.1,14.8,23.6,29.8,14.8,23.3,13.1,56.9,0.0,0,0.0,none,32.4,25.9,77.8,1020.8,29.0,10.0,344.3,29.7,10,0.05,Partially cloudy,11,0,2017,0
2017-11-21,32.1,14.6,24.5,29.9,14.6,23.9,10.8,49.1,0.0,0,0.0,none,35.3,20.5,13.5,1018.8,40.4,10.0,345.6,29.9,10,0.08,Partially cloudy,11,1,2017,0
2017-11-22,32.2,13.9,24.8,30.0,13.9,24.0,8.3,41.8,0.0,0,0.0,none,37.8,27.7,64.2,1014.6,1.6,10.0,367.1,31.8,10,0.12,Clear,11,2,2017,0
2017-11-23,33.1,12.7,23.3,30.7,12.7,22.7,9.4,48.0,0.113,100,4.17,rain,47.2,31.7,316.7,1010.5,33.5,10.0,324.6,27.9,10,0.15,"Rain, Partially cloudy",11,3,2017,0
2017-11-24,31.1,16.6,23.4,29.5,16.6,23.2,12.8,55.2,16.316,100,12.5,rain,41.0,25.9,39.0,1012.2,63.9,10.0,285.0,24.5,9,0.18,"Rain, Partially cloudy",11,4,2017,0
2017-11-25,32.1,17.9,23.7,30.3,17.9,23.4,15.1,63.6,0.953,100,12.5,rain,44.6,24.1,62.5,1012.4,66.4,10.0,276.5,23.9,10,0.22,"Rain, Partially cloudy",11,5,2017,0
2017-11-26,27.0,17.9,21.3,27.2,17.9,21.3,17.6,81.4,2.774,100,12.5,rain,40.7,19.8,126.2,1011.6,86.0,9.7,235.5,20.3,7,0.25,"Rain, Partially cloudy",11,6,2017,0
2017-11-27,22.3,15.1,18.3,22.3,15.1,18.3,14.8,81.8,0.654,100,4.17,rain,46.1,27.7,186.5,1015.8,71.1,10.0,160.8,14.0,5,0.25,"Rain, Partially cloudy",11,0,2017,0
2017-11-28,30.0,12.2,21.5,30.6,12.2,21.7,15.2,71.1,0.0,0,0.0,none,33.5,24.1,163.3,1016.7,13.4,10.0,329.4,28.3,10,0.31,Clear,11,1,2017,0
2017-11-29,36.1,16.2,27.3,33.6,16.2,26.6,13.1,50.4,0.0,0,0.0,none,41.4,24.1,22.6,1014.4,10.3,10.0,368.9,31.8,10,0.35,Clear,11,2,2017,0
2017-11-30,35.1,20.3,27.5,33.9,20.3,27.2,14.0,46.3,0.0,0,0.0,none,53.6,33.5,12.0,1009.8,48.8,10.0,314.5,27.3,9,0.38,Partially cloudy,11,3,2017,0
2017-12-01,24.1,15.1,20.2,24.1,15.1,20.2,17.9,88.1,21.43,100,8.33,rain,54.7,28.5,288.6,1006.4,89.7,9.5,78.1,6.8,3,0.41,"Rain, Partially cloudy",12,4,2017,0
2017-12-02,15.7,13.1,14.8,15.7,13.1,14.8,14.6,98.8,30.568,100,16.67,rain,62.3,37.1,225.2,1006.2,100.0,7.5,58.9,5.1,3,0.45,"Rain, Overcast",12,5,2017,1
2017-12-03,15.7,11.1,13.3,15.7,11.1,13.3,11.2,87.7,13.256,100,12.5,rain,56.5,33.5,228.8,1010.4,89.0,9.9,169.3,14.8,5,0.48,"Rain, Partially cloudy",12,6,2017,0
2017-12-04,16.5,9.7,13.6,16.5,8.9,13.6,11.0,85.5,4.317,100,8.33,rain,47.5,29.5,193.7,1014.4,90.7,9.3,240.2,20.7,7,0.5,"Rain, Overcast",12,0,2017,0
2017-12-05,21.5,8.6,15.8,21.5,7.7,15.7,11.6,77.9,0.0,0,0.0,none,41.8,27.7,157.2,1011.1,48.9,10.0,261.0,22.7,9,0.55,Partially cloudy,12,1,2017,0
2017-12-06,21.8,11.5,16.7,21.8,11.5,16.7,12.3,77.1,0.0,0,0.0,none,40.0,24.1,181.6,1005.3,47.5,10.0,291.3,25.2,9,0.58,Partially cloudy,12,2,2017,0
2017-12-07,22.7,9.3,15.4,22.7,8.9,15.4,11.8,82.4,29.134,100,4.17,rain,44.6,22.3,214.4,1004.2,60.0,9.8,245.5,21.2,8,0.62,"Rain, Partially cloudy",12,3,2017,0
2017-12-08,18.7,10.2,14.5,18.7,10.2,14.5,9.6,75.0,5.967,100,4.17,rain,42.8,22.3,225.6,1014.2,56.7,10.0,290.4,24.9,10,0.65,"Rain, Partially cloudy",12,4,2017,0
2017-12-09,23.3,10.4,17.0,23.3,10.4,17.0,11.5,71.9,0.0,0,0.0,none,36.4,24.2,251.5,1019.7,74.9,10.0,203.3,17.5,6,0.68,Partially cloudy,12,5,2017,0
2017-12-10,23.6,13.1,18.1,23.6,13.1,18.1,12.5,71.8,0.0,0,0.0,none,34.2,24.1,210.9,1022.1,37.3,10.0,337.8,29.2,10,0.75,Partially cloudy,12,6,2017,0
2017-12-11,22.6,15.2,17.8,22.6,15.2,17.8,12.4,71.7,0.0,0,0.0,none,39.6,25.9,182.7,1020.6,69.6,10.0,334.5,28.9,10,0.75,Partially cloudy,12,0,2017,0
2017-12-12,26.5,13.8,19.6,26.5,13.8,19.6,11.8,63.3,0.0,0,0.0,none,28.1,20.5,156.0,1016.5,48.6,10.0,382.8,33.1,10,0.79,Partially cloudy,12,1,2017,0
2017-12-13,37.1,12.8,26.8,34.1,12.8,25.5,7.4,43.1,0.0,0,0.0,none,50.8,33.5,358.8,1007.0,10.9,10.0,373.8,32.3,10,0.82,Clear,12,2,2017,0
2017-12-14,25.9,16.8,21.4,25.9,16.8,21.4,12.0,56.0,0.0,0,0.0,none,45.0,29.5,201.1,1006.8,63.0,10.0,246.6,21.4,8,0.86,Partially cloudy,12,3,2017,0
2017-12-15,26.4,11.2,19.1,26.4,11.2,19.1,10.6,60.6,0.0,0,0.0,none,36.7,24.1,173.7,1011.2,8.4,10.0,383.4,33.2,10,0.89,Clear,12,4,2017,0
2017-12-16,25.0,12.7,18.9,25.0,12.7,18.9,11.7,65.7,0.0,0,0.0,none,41.4,27.7,191.9,1014.1,15.6,10.0,361.3,31.3,10,0.92,Clear,12,5,2017,0
2017-12-17,26.2,13.1,20.1,26.2,13.1,20.1,14.5,71.6,0.0,0,0.0,none,39.6,27.7,191.1,1015.5,51.4,10.0,368.2,31.8,10,0.96,Partially cloudy,12,6,2017,0
2017-12-18,33.2,15.3,24.0,31.1,15.3,23.4,12.9,59.5,0.0,0,0.0,none,19.1,16.6,76.3,1009.7,54.9,10.0,289.3,25.1,9,0.0,Partially cloudy,12,0,2017,0
2017-12-19,35.4,15.9,26.3,34.6,15.9,26.0,14.0,51.3,16.731,100,4.17,rain,60.8,31.7,28.5,999.9,68.4,9.6,262.2,22.4,10,0.03,"Rain, Partially cloudy",12,1,2017,0
2017-12-20,24.2,16.0,18.7,24.2,16.0,18.7,12.4,69.3,0.627,100,8.33,rain,45.4,27.9,232.9,1009.1,76.3,10.0,253.5,21.7,8,0.06,"Rain, Partially cloudy",12,2,2017,0
2017-12-21,24.1,9.7,17.4,24.1,9.7,17.4,10.3,65.6,0.0,0,0.0,none,31.7,25.9,194.3,1017.7,23.1,10.0,354.3,30.5,10,0.09,Partially cloudy,12,3,2017,0
2017-12-22,27.2,11.7,19.5,27.0,11.7,19.4,12.8,68.7,0.0,0,0.0,none,29.2,24.1,193.5,1014.0,30.6,10.0,342.2,29.8,10,0.13,Partially cloudy,12,4,2017,0
2017-12-23,30.2,12.2,20.5,28.4,12.2,20.2,12.0,67.2,0.2,100,4.17,rain,41.4,20.5,276.6,1008.0,53.6,10.0,287.1,24.6,10,0.16,"Rain, Partially cloudy",12,5,2017,0
2017-12-24,20.0,15.0,17.1,20.0,15.0,17.1,10.4,67.0,0.0,0,0.0,none,55.4,31.7,188.5,1011.6,82.8,10.0,305.6,26.1,9,0.19,Partially cloudy,12,6,2017,0
2017-12-25,21.7,13.7,17.5,21.7,13.7,17.5,8.9,57.8,0.0,0,0.0,none,49.7,33.5,167.6,1017.3,43.8,10.0,359.3,31.1,10,0.23,Partially cloudy,12,0,2017,0
2017-12-26,29.4,9.7,20.6,28.6,9.7,20.4,11.1,59.4,0.0,0,0.0,none,33.1,27.7,141.8,1015.1,20.2,10.0,365.3,31.5,10,0.25,Partially cloudy,12,1,2017,0
2017-12-27,33.5,15.1,26.0,32.6,15.1,25.5,12.7,47.2,0.0,0,0.0,none,58.3,35.3,4.6,1010.8,29.0,10.0,353.1,30.5,10,0.3,Partially cloudy,12,2,2017,0
2017-12-28,31.5,19.1,25.5,30.6,19.1,25.2,14.2,54.3,0.567,100,4.17,rain,34.9,23.9,271.0,1010.3,86.5,10.0,139.0,11.9,4,0.33,"Rain, Partially cloudy",12,3,2017,0
2017-12-29,24.7,18.1,19.8,24.7,18.1,19.8,18.5,93.1,14.631,100,16.67,rain,37.1,18.4,194.2,1008.5,97.0,9.8,168.7,14.6,6,0.36,"Rain, Overcast",12,4,2017,0
2017-12-30,20.6,14.4,17.7,20.6,14.4,17.7,13.1,75.5,0.546,100,4.17,rain,51.8,37.1,236.7,1008.9,69.3,10.0,152.2,13.1,6,0.4,"Rain, Partially cloudy",12,5,2017,0
2017-12-31,26.1,9.9,17.9,26.1,9.9,17.9,11.0,67.5,0.0,0,0.0,none,34.9,24.1,203.8,1010.0,11.8,10.0,368.5,31.9,10,0.43,Clear,12,6,2017,0
2018-01-01,25.9,14.1,19.2,25.9,14.1,19.2,12.3,67.4,0.0,0,0.0,none,20.2,31.7,191.0,1007.7,46.1,10.0,90.7,4.5,6,0.46,Partially cloudy,1,0,2018,0
2018-01-02,22.0,16.4,18.5,22.0,16.4,18.5,11.2,63.7,0.0,0,0.0,none,43.9,27.7,177.1,1008.8,92.0,10.0,31.1,1.5,3,0.5,Overcast,1,1,2018,0
2018-01-03,22.1,13.6,17.4,22.1,13.6,17.4,9.8,63.2,0.173,100,4.17,rain,43.2,25.9,194.6,1014.6,56.3,10.0,300.5,25.9,10,0.53,"Rain, Partially cloudy",1,2,2018,0
2018-01-04,24.7,10.9,18.3,24.7,10.9,18.3,11.6,66.7,0.0,0,0.0,none,38.5,27.7,179.0,1016.3,38.5,10.0,364.8,31.5,10,0.56,Partially cloudy,1,3,2018,0
2018-01-05,29.4,12.3,21.3,28.2,12.3,21.0,12.3,61.6,0.0,0,0.0,none,30.2,24.1,152.3,1014.4,23.3,10.0,382.7,32.9,10,0.6,Partially cloudy,1,4,2018,0
2018-01-06,42.1,16.2,28.2,38.1,16.2,27.0,9.2,40.8,0.0,0,0.0,none,64.1,35.5,340.9,1008.8,17.5,10.0,379.3,32.6,10,0.63,Clear,1,5,2018,0
2018-01-07,21.6,17.6,19.5,21.6,17.6,19.5,14.5,73.0,0.0,0,0.0,none,43.2,22.3,191.3,1013.5,72.5,10.0,333.1,28.7,10,0.66,Partially cloudy,1,6,2018,0
2018-01-08,23.1,16.8,19.2,23.1,16.8,19.2,14.3,74.1,1.039,100,8.33,rain,49.7,24.1,180.1,1012.1,78.6,10.0,269.5,23.3,8,0.7,"Rain, Partially cloudy",1,0,2018,0
