name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Maribyrnong,2016-09-28,17.6,6,12.7,17.6,3.8,12.1,7.9,74.3,0.2,100,4.17,rain,0,0,54.4,31.7,14.1,1007.2,50.6,10,205.8,17.9,7,,2016-09-28T06:00:33,2016-09-28T18:22:17,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-09-29,15.1,8.9,12.4,15.1,6.5,12,7.9,75,2.659,100,12.5,rain,0,0,73.4,31.7,10.4,989.6,83.7,10,223.5,19.3,9,,2016-09-29T05:59:01,2016-09-29T18:23:10,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95866099999,remote,94864099999"
Maribyrnong,2016-09-30,15.7,8.6,11.6,15.7,6.8,11,8.4,81.9,1.847,100,12.5,rain,0,0,35.6,16.6,339.5,992.3,69,10,184.9,16.1,7,,2016-09-30T05:57:28,2016-09-30T18:24:02,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-10-01,18.1,10.4,13.1,18.1,10.4,13.1,9.4,78.7,2.451,100,12.5,rain,0,0,54,29.5,316.2,1002.8,83,9.6,100.6,8.6,6,,2016-10-01T05:55:56,2016-10-01T18:24:55,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-10-02,22.1,10.6,16.5,22.1,10.6,16.5,8.3,60,0,0,0,,0,0,81.4,51.8,8.9,1001.1,54.9,10,249,20.6,8,,2016-10-02T06:54:25,2016-10-02T19:25:49,0.04,Partially cloudy,Partly cloudy throughout the day.,wind,"95866099999,remote,94864099999"
Maribyrnong,2016-10-03,14.7,10.1,12.4,14.7,10.1,12.4,7.8,74.9,14.597,100,12.5,rain,0,0,89.3,40.7,324.5,995.9,79.4,10,227.8,19.6,8,,2016-10-03T06:52:53,2016-10-03T19:26:42,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-10-04,14.1,8.1,11,14.1,4.2,10.1,6.7,75.1,4.078,100,16.67,rain,0,0,83.2,37.1,308.8,1001.8,71,10,172.9,14.9,7,,2016-10-04T06:51:22,2016-10-04T19:27:36,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95866099999,remote,94864099999"
Maribyrnong,2016-10-05,15.1,7.8,11.3,15.1,5.3,10.1,6.4,72.5,0,0,0,,0,0,55.4,33.5,337.9,1013.2,68,10,132.1,11.4,6,,2016-10-05T06:49:52,2016-10-05T19:28:30,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,94864099999"
Maribyrnong,2016-10-06,25.1,7.9,17.1,25.1,6.7,16.9,11,69.9,0.373,100,4.17,rain,0,0,55.1,37.1,352.1,1015.7,44.2,10,277,23.9,9,,2016-10-06T06:48:21,2016-10-06T19:29:25,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-10-07,21.1,12.4,17.4,21.1,12.4,17.4,9.7,62.2,0,0,0,,0,0,63.7,37.1,346.5,1013.4,67.6,10,99.5,8.6,3,,2016-10-07T06:46:52,2016-10-07T19:30:20,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,94864099999"
Maribyrnong,2016-10-08,16.9,6.6,12,16.9,4.9,11.5,6.3,70.1,0,0,0,,0,0,34.6,20.1,192,1020.1,45.8,10,262.9,22.8,9,,2016-10-08T06:45:22,2016-10-08T19:31:15,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,94864099999"
Maribyrnong,2016-10-09,19.7,7.1,15.3,19.7,6,15.1,8.9,67,0.113,100,4.17,rain,0,0,97.9,62.2,359.4,1008.1,70.2,10,159.2,13.9,7,,2016-10-09T06:43:54,2016-10-09T19:32:10,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"95866099999,remote,94864099999"
Maribyrnong,2016-10-10,15.9,8.1,12.5,15.9,4.1,12.1,5.4,62.9,1.206,100,8.33,rain,0,0,58.7,40.7,293.2,1008.5,50.6,10,225,19.6,8,,2016-10-10T06:42:25,2016-10-10T19:33:06,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95866099999,remote,94864099999"
Maribyrnong,2016-10-11,14.1,6.1,10.4,14.1,2.6,9.2,4.7,68.4,0.2,100,4.17,rain,0,0,47.2,33.5,271,1016,69.5,10,197.4,17.1,7,,2016-10-11T06:40:58,2016-10-11T19:34:02,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-10-12,14.1,9.5,11.1,14.1,7.7,10.8,7,76.1,3.433,100,8.33,rain,0,0,52.2,31.7,237.4,1018,87.6,9.9,131.4,11.2,5,,2016-10-12T06:39:31,2016-10-12T19:34:58,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-10-13,15.2,3.9,10,15.2,2.4,9.3,4.2,68.9,0.087,100,4.17,rain,0,0,34.6,20.5,180.1,1024.6,29.1,10,253.5,22,9,,2016-10-13T06:38:04,2016-10-13T19:35:55,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-10-14,21.1,2.1,12.1,21.1,0.6,11.8,5.1,67.2,0,0,0,,0,0,33.8,25.9,358.6,1022.8,3.5,10,309.1,26.7,10,,2016-10-14T06:36:39,2016-10-14T19:36:52,0.43,Clear,Clear conditions throughout the day.,clear-day,"95866099999,94864099999"
Maribyrnong,2016-10-15,23.1,8.3,16.7,23.1,7.3,16.5,7,55.6,0,0,0,,0,0,74.9,50,6.9,1013.7,51.1,10,262.1,22.5,9,,2016-10-15T06:35:14,2016-10-15T19:37:50,0.46,Partially cloudy,Partly cloudy throughout the day.,wind,"95866099999,remote,94864099999"
Maribyrnong,2016-10-16,21.4,10.1,17.2,21.4,10.1,17.2,8.7,59.8,6.134,100,4.17,rain,0,0,71.6,40.6,345.7,1002.2,76,10,182.8,15.7,7,,2016-10-16T06:33:50,2016-10-16T19:38:48,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"95866099999,remote,94864099999"
Maribyrnong,2016-10-17,17.1,7.1,12.6,17.1,5.5,12.4,6.4,69.1,6.597,100,4.17,rain,0,0,42.8,25.9,309.1,1007.3,70,10,206.8,17.7,6,,2016-10-17T06:32:26,2016-10-17T19:39:46,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-10-18,14.9,7.8,11.3,14.9,5.3,10.6,6.7,73.9,6.619,100,16.67,rain,0,0,50.4,33.5,303.2,1010,77.4,10,223.3,19.3,8,,2016-10-18T06:31:04,2016-10-18T19:40:45,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95866099999,remote,94864099999"
Maribyrnong,2016-10-19,15.7,4.4,10.2,15.7,2.4,9.3,3.4,64.8,0,0,0,,0,0,34.9,16.6,307.1,1019.1,37.4,10,244.9,21.1,7,,2016-10-19T06:29:42,2016-10-19T19:41:44,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,94864099999"
Maribyrnong,2016-10-20,21.1,5.4,14,21.1,2.9,13.3,4.4,54.8,0,0,0,,0,0,67.7,42.5,10.1,1016.6,11.9,10,309,26.7,10,,2016-10-20T06:28:21,2016-10-20T19:42:43,0.63,Clear,Clear conditions throughout the day.,clear-day,"95866099999,94864099999"
Maribyrnong,2016-10-21,18.2,8.1,13.7,18.2,5.1,13.4,7.2,69,15.087,100,8.33,rain,0,0,77.4,51.8,340.8,1011.6,77.3,9.9,82.5,7.1,4,,2016-10-21T06:27:01,2016-10-21T19:43:43,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-10-22,11.1,5.9,8.4,11.1,2.3,5.9,6.6,88.4,9.296,100,12.5,rain,0,0,65.9,42.5,230.7,1019,78.3,9.6,210.4,18.1,6,,2016-10-22T06:25:42,2016-10-22T19:44:43,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-10-23,13.1,6.4,9.7,13.1,3.4,8.5,5.6,77.4,5.618,100,12.5,rain,0,0,47.5,31.7,215.8,1024.6,82.9,10,186.8,16.2,6,,2016-10-23T06:24:24,2016-10-23T19:45:44,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95866099999,94864099999"
Maribyrnong,2016-10-24,17.1,8.9,12.2,17.1,7.8,11.8,6.6,69.4,0,0,0,,0,0,26.3,14.8,205,1020.3,69.7,10,240.7,20.8,8,,2016-10-24T06:23:07,2016-10-24T19:46:45,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,94864099999"
Maribyrnong,2016-10-25,23.1,8.4,16.7,23.1,7.1,16.4,7.2,57.7,0,0,0,,0,0,65.2,42.5,359,1012.4,44.3,10,297.2,25.8,9,,2016-10-25T06:21:51,2016-10-25T19:47:46,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,remote,94864099999"
Maribyrnong,2016-10-26,19.4,8.1,15.7,19.4,5.8,15.6,9.2,68.1,0.567,100,4.17,rain,0,0,51.1,27.7,283,1011.3,78.2,9.6,136.5,11.6,6,,2016-10-26T06:20:36,2016-10-26T19:48:47,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-10-27,15.8,8.2,11.8,15.8,6.6,11.3,6.2,71.2,0.347,100,8.33,rain,0,0,42.1,29.5,189.4,1019.6,43.6,10,239.5,20.7,8,,2016-10-27T06:19:23,2016-10-27T19:49:49,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"95866099999,94864099999"
Maribyrnong,2016-10-28,18.4,3.6,11.4,18.4,2.2,10.7,5.8,70.6,0,0,0,,0,0,33.5,22.3,199.8,1018.9,11.1,10,323.6,27.8,10,,2016-10-28T06:18:10,2016-10-28T19:50:52,0.91,Clear,Clear conditions throughout the day.,clear-day,"95866099999,94864099999"
Maribyrnong,2016-10-29,24.1,6.9,15.3,24.1,5.6,15,8,67.4,0,0,0,,0,0,27,21.5,349,1014.9,43.1,10,313.2,27,10,,2016-10-29T06:16:59,2016-10-29T19:51:54,0.94,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"95866099999,94864099999"
Maribyrnong,2016-10-30,26.1,8.1,18.8,26.1,5.8,18.6,9.1,55.5,0.687,100,4.17,rain,0,0,76.7,44.6,328.6,1001.7,49.4,10,232.7,20.1,10,,2016-10-30T06:15:49,2016-10-30T19:52:57,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-10-31,15.4,6.7,11.3,15.4,2.9,10.3,3.2,58.2,0.26,100,8.33,rain,0,0,55.1,28.9,293.3,1011.9,50.9,10,242.2,20.8,9,,2016-10-31T06:14:40,2016-10-31T19:54:01,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-11-01,17.1,7,12.5,17.1,4.9,11.9,6.2,66.7,1.499,100,8.33,rain,0,0,44.3,27.7,305,1011.3,60.2,10,212.1,18.5,7,,2016-11-01T06:13:32,2016-11-01T19:55:04,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-11-02,19.1,6.7,12.8,19.1,5.3,12.4,6.4,66.7,0.087,100,4.17,rain,0,0,40.3,22.3,276.7,1015.5,70.8,10,177.6,15.2,5,,2016-11-02T06:12:26,2016-11-02T19:56:08,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-11-03,20.5,6.8,14,20.5,5.5,13.8,8,69.5,0,0,0,,0,0,23.8,22.3,235,1017.8,18.9,10,325.7,28.1,10,,2016-11-03T06:11:21,2016-11-03T19:57:12,0.11,Clear,Clear conditions throughout the day.,clear-day,"95866099999,94864099999"
Maribyrnong,2016-11-04,28.1,6.9,18.1,26.8,6,17.7,6.4,55.4,0,0,0,,0,0,58.7,41.9,317.9,1008.7,29.6,10,342.1,29.6,10,,2016-11-04T06:10:18,2016-11-04T19:58:16,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,remote,94864099999"
Maribyrnong,2016-11-05,16.1,9.1,12.6,16.1,5.1,12.2,4.3,57.9,0.087,100,4.17,rain,0,0,68.4,40.7,257.8,1010.2,76.9,9.9,178.3,15.5,5,,2016-11-05T06:09:16,2016-11-05T19:59:21,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-11-06,20.9,11.5,16,20.9,11.5,16,7.1,56.7,0.174,100,8.33,rain,0,0,49.7,33.5,277.5,1010,68.2,10,273.2,23.6,9,,2016-11-06T06:08:16,2016-11-06T20:00:26,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-11-07,24.5,13.1,17.7,24.5,13.1,17.7,9.3,59.5,1.412,100,8.33,rain,0,0,68,48.2,337.7,1004.1,72.9,10,205.9,17.7,8,,2016-11-07T06:07:17,2016-11-07T20:01:31,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95866099999,remote,94864099999"
Maribyrnong,2016-11-08,18.1,10.2,14.1,18.1,10.2,14.1,6.7,63,0.113,100,4.17,rain,0,0,36.4,24.1,197.9,1010.5,57.4,10,315.3,27.4,10,,2016-11-08T06:06:19,2016-11-08T20:02:36,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-11-09,17.9,6.9,13.4,17.9,6.9,13.3,8.2,72,0,0,0,,0,0,41.8,24.1,173,1012.4,73,10,272.7,23.6,9,,2016-11-09T06:05:23,2016-11-09T20:03:41,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,94864099999"
Maribyrnong,2016-11-10,17.6,10.1,13.8,17.6,10.1,13.8,8.3,70.8,0,0,0,,0,0,32.8,20.5,187.9,1011.8,64.1,10,190,16.4,6,,2016-11-10T06:04:29,2016-11-10T20:04:46,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,94864099999"
Maribyrnong,2016-11-11,22.6,5.9,14.7,22.6,4.6,14.4,8.8,70.7,0,0,0,,0,0,32,27.7,191.7,1009.1,20.7,10,349.4,30.3,10,,2016-11-11T06:03:36,2016-11-11T20:05:51,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,94864099999"
Maribyrnong,2016-11-12,23.5,11.9,17.5,23.5,11.9,17.5,11.9,73.2,2.567,100,4.17,rain,0,0,59.4,42.5,330.4,998.1,69.5,9.4,246.8,21.4,10,,2016-11-12T06:02:45,2016-11-12T20:06:57,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"95866099999,remote,94864099999"
Maribyrnong,2016-11-13,17.6,11.2,14,17.6,11.2,14,9.6,75.6,8.269,100,8.33,rain,0,0,55.1,29.5,317.2,995.4,85.8,9.8,131.2,11.4,5,,2016-11-13T06:01:56,2016-11-13T20:08:02,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-11-14,16.1,10.1,12.9,16.1,10.1,12.9,9.3,79.9,6.156,100,8.33,rain,0,0,58.7,37.1,219.1,1010.5,93.3,9.7,132.6,11.5,5,,2016-11-14T06:01:09,2016-11-14T20:09:07,0.48,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-11-15,19.1,10.1,13.4,19.1,10.1,13.4,9.7,79.5,0,0,0,,0,0,38.2,22.3,236.9,1018.9,70.8,10,164.7,14.2,5,,2016-11-15T06:00:23,2016-11-15T20:10:13,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,remote,94864099999"
Maribyrnong,2016-11-16,21.1,10.1,15.3,21.1,10.1,15.3,11.3,79.2,0,0,0,,0,0,30.2,18.4,207.4,1022.2,53.5,9.7,287.7,24.8,10,,2016-11-16T05:59:39,2016-11-16T20:11:18,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,94864099999"
Maribyrnong,2016-11-17,30.1,9,20.5,28.4,9,20.2,10.8,61.1,0,0,0,,0,0,58.3,31.7,0.4,1016.7,18.5,10,355.4,30.6,10,,2016-11-17T05:58:57,2016-11-17T20:12:23,0.58,Clear,Clear conditions throughout the day.,clear-day,"95866099999,94864099999"
Maribyrnong,2016-11-18,20.4,13.1,16.7,20.4,13.1,16.7,11.7,73.2,0,0,0,,0,0,36.4,20.5,197.5,1016,59.8,10,238.3,20.5,8,,2016-11-18T05:58:16,2016-11-18T20:13:28,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,94864099999"
Maribyrnong,2016-11-19,22.5,8.2,15.6,22.5,7.7,15.5,9.5,69.3,0,0,0,,0,0,35.3,22.3,185.1,1019.3,30.2,10,360.7,31.1,10,,2016-11-19T05:57:38,2016-11-19T20:14:32,0.65,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"95866099999,94864099999"
Maribyrnong,2016-11-20,32.9,9.8,21.5,31.5,9.4,21.2,11.8,61.1,0,0,0,,0,0,32.4,37.1,349.7,1015.3,25.7,10,344,29.5,10,,2016-11-20T05:57:01,2016-11-20T20:15:36,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,94864099999"
Maribyrnong,2016-11-21,35.1,19.8,25.9,32.9,19.8,25.6,13.7,50.1,0.227,100,4.17,rain,0,0,63.4,42.5,3.7,1009,47.9,9.8,340.3,29.4,10,,2016-11-21T05:56:27,2016-11-21T20:16:40,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-11-22,20.3,12.1,14.6,20.3,12.1,14.6,13.7,94.7,6.397,100,12.5,rain,0,0,35.3,20.3,186,1014.6,98.6,8.3,91.7,7.9,3,,2016-11-22T05:55:54,2016-11-22T20:17:44,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-11-23,14.3,10.1,12,14.3,10.1,12,8.9,82.7,5.788,100,12.5,rain,0,0,59.8,29.5,204.9,1015.8,67.7,9.8,251.6,21.8,8,,2016-11-23T05:55:23,2016-11-23T20:18:47,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95866099999,remote,94864099999"
Maribyrnong,2016-11-24,16.7,6.8,12.2,16.7,4.9,11.6,8.3,78.4,0.486,100,12.5,rain,0,0,44.3,24.1,224.6,1017.4,88,10,218.7,18.9,7,,2016-11-24T05:54:55,2016-11-24T20:19:50,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-11-25,19.1,10.1,13.6,19.1,10.1,13.6,7.9,69.5,0.087,100,4.17,rain,0,0,47.9,27.7,226,1018.2,78.7,10,199.3,17.2,6,,2016-11-25T05:54:28,2016-11-25T20:20:52,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-11-26,17.1,10.8,13.8,17.1,10.8,13.8,8.5,71.1,0,0,0,,0,0,40.3,27.7,208.8,1020.4,91,10,207.5,18,6,,2016-11-26T05:54:03,2016-11-26T20:21:54,0.88,Overcast,Cloudy skies throughout the day.,cloudy,"95866099999,94864099999"
Maribyrnong,2016-11-27,17.9,11,14.2,17.9,11,14.2,9.9,75.8,0,0,0,,0,0,32.4,20.5,178.5,1018.8,97.2,9.8,200.5,17.3,6,,2016-11-27T05:53:41,2016-11-27T20:22:55,0.92,Overcast,Cloudy skies throughout the day.,cloudy,"95866099999,94864099999"
Maribyrnong,2016-11-28,21.3,12.1,15.6,21.3,12.1,15.6,11.1,76.6,0.226,100,8.33,rain,0,0,32.8,20.5,171.1,1014.7,64.4,9.2,307.9,26.5,10,,2016-11-28T05:53:20,2016-11-28T20:23:55,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"95866099999,94864099999"
Maribyrnong,2016-11-29,21.9,9.7,15.6,21.9,9.4,15.5,10.3,72.6,0,0,0,,0,0,35.3,27.7,173.8,1011.9,24.2,10,339.9,29.5,10,,2016-11-29T05:53:02,2016-11-29T20:24:55,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,94864099999"
Maribyrnong,2016-11-30,19.1,11,14.8,19.1,11,14.8,12,83.6,0,0,0,,0,0,39.2,20.5,210.9,1009.2,87.6,10,254.2,21.8,8,,2016-11-30T05:52:45,2016-11-30T20:25:53,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,94864099999"
Maribyrnong,2016-12-01,23.7,11.1,17.1,23.7,11.1,17.1,11.7,72.7,0,0,0,,0,0,27.4,20.5,207.6,1007.3,52.2,10,323.5,27.8,10,,2016-12-01T05:52:31,2016-12-01T20:26:51,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,94864099999"
Maribyrnong,2016-12-02,21.4,12.5,16.2,21.4,12.5,16.2,10.2,69.2,0,0,0,,0,0,45.4,25.9,211.3,1011.3,36.6,10,290.7,25.2,10,,2016-12-02T05:52:19,2016-12-02T20:27:49,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,94864099999"
Maribyrnong,2016-12-03,23.3,7.1,16.1,23.3,7.1,16.1,7.7,60.6,0,0,0,,0,0,33.5,22.3,177.2,1014.6,32.5,10,376.8,32.5,10,,2016-12-03T05:52:09,2016-12-03T20:28:45,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,94864099999"
Maribyrnong,2016-12-04,31.1,8.9,20.3,29.8,8.9,19.9,11.7,65.7,2.567,100,4.17,rain,0,0,49,38.9,357.7,1008.8,74.4,10,248.9,21.4,7,,2016-12-04T05:52:01,2016-12-04T20:29:40,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-12-05,22.1,14.9,18.9,22.1,14.9,18.9,12.5,67.2,0.087,100,4.17,rain,0,0,45.7,29.5,212.1,1010,68.2,10,292.1,25.3,10,,2016-12-05T05:51:55,2016-12-05T20:30:34,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-12-06,21,10.9,15.7,21,10.9,15.7,9.2,66.5,0,0,0,,0,0,33.8,27.7,185.1,1013.4,50.3,10,230.8,19.9,7,,2016-12-06T05:51:51,2016-12-06T20:31:27,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,94864099999"
Maribyrnong,2016-12-07,29.1,7.1,18.1,27.5,6.4,17.9,6.1,53,0,0,0,,0,0,29.2,22.3,1.2,1012.2,11.1,10,380.7,33,10,,2016-12-07T05:51:50,2016-12-07T20:32:19,0.25,Clear,Clear conditions throughout the day.,clear-day,"95866099999,remote,94864099999"
Maribyrnong,2016-12-08,24.1,12.1,18.9,24.1,12.1,18.9,8.6,56.2,8.914,100,12.5,rain,0,0,80.6,47.7,312.8,1000.1,69,10,185.2,16,8,,2016-12-08T05:51:51,2016-12-08T20:33:10,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95866099999,remote,94864099999"
Maribyrnong,2016-12-09,16.7,9.1,12.9,16.7,5.8,12.4,6.9,68.3,5.714,100,12.5,rain,0,0,56.2,31.7,220.2,1015.8,83.4,10,218.1,18.7,7,,2016-12-09T05:51:53,2016-12-09T20:33:59,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95866099999,94864099999"
Maribyrnong,2016-12-10,18.2,11.4,14.6,18.2,11.4,14.6,7.7,64.1,0,0,0,,0,0,34.6,24.1,196,1022.5,76.7,10,267.9,23.1,8,,2016-12-10T05:51:58,2016-12-10T20:34:48,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,94864099999"
Maribyrnong,2016-12-11,20.8,12.1,15.8,20.8,12.1,15.8,10.3,71.7,0.34,100,4.17,rain,0,0,37.4,25.9,166.4,1022.5,54.7,9.9,339.2,29.2,10,,2016-12-11T05:52:06,2016-12-11T20:35:34,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-12-12,31.5,6.9,20.7,29.4,6.9,19.9,7.2,52,0.087,100,4.17,rain,0,0,31.7,22.6,348.7,1017,12.1,10,380,32.7,10,,2016-12-12T05:52:15,2016-12-12T20:36:20,0.43,Rain,Clear conditions throughout the day with afternoon rain.,rain,"95866099999,94864099999"
Maribyrnong,2016-12-13,36.6,16.5,26.2,33.7,16.5,25.3,6.2,31.1,0,0,0,,0,0,57.2,36,348.8,1007.2,56.7,10,225.6,19.4,8,,2016-12-13T05:52:26,2016-12-13T20:37:04,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,94864099999"
Maribyrnong,2016-12-14,23.5,12.7,17.1,23.5,12.7,17.1,8.4,57.1,0,0,0,,0,0,47.5,29.5,208.1,1011.8,81.4,10,265.6,22.8,8,,2016-12-14T05:52:39,2016-12-14T20:37:46,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,94864099999"
Maribyrnong,2016-12-15,20,8.7,14.6,20,7.6,14.6,6.3,58.3,0,0,0,,0,0,46.4,31.7,170.5,1017.2,31.1,10,384.1,33.3,10,,2016-12-15T05:52:55,2016-12-15T20:38:27,0.53,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"95866099999,remote,94864099999"
Maribyrnong,2016-12-16,24.2,8.1,17,24.2,7.2,16.8,11,69.3,0,0,0,,0,0,34.9,24.1,347.4,1009.4,45.6,10,218.3,18.8,7,,2016-12-16T05:53:13,2016-12-16T20:39:06,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,94864099999"
Maribyrnong,2016-12-17,21.1,11.8,16.3,21.1,11.8,16.3,7.4,59.2,0,0,0,,0,0,60.8,38.9,241.9,1010,45.9,10,271.6,23.4,8,,2016-12-17T05:53:32,2016-12-17T20:39:44,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95866099999,remote,94864099999"
Maribyrnong,2016-12-18,18.2,8.2,13.5,18.2,6.4,13.1,4.5,56.7,0.433,100,8.33,rain,0,0,41.8,24.1,195.9,1020.6,30.4,10,345,29.7,10,,2016-12-18T05:53:54,2016-12-18T20:40:20,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"95866099999,94864099999"
